text;difficulty
Optimize SQL queries for a data warehouse system with complex analytical queries. You will optimize SQL queries for a data warehouse system handling complex analytical queries and large datasets. This involves analyzing query execution plans, identifying inefficient query patterns, and optimizing query performance through indexing, partitioning, and query rewriting techniques. The goal is to reduce query response time and resource consumption while improving overall data processing efficiency. This task requires expertise in SQL optimization, data warehousing, and business intelligence concepts.;13
Design and implement a scalable distributed job scheduling system for task orchestration. You will design and implement a scalable distributed job scheduling system that coordinates the execution of tasks across multiple nodes or worker instances. This involves defining job scheduling algorithms, implementing task queues, and integrating with distributed computing frameworks such as Apache Mesos or Kubernetes. The system should support features such as task prioritization, fault tolerance, and load balancing for efficient resource utilization. This task requires expertise in distributed systems, job scheduling algorithms, and system architecture design.;13
Create a responsive dropdown menu with nested submenus using HTML, CSS, and JavaScript. This task involves creating a responsive dropdown menu with nested submenus that expand or collapse on user interaction using HTML, CSS, and JavaScript. The menu should adapt to different screen sizes and orientations, with hierarchical navigation options for organizing menu items. You will use CSS for styling and layout, JavaScript event handlers for menu behavior, and DOM manipulation techniques for dynamic menu rendering. This task is suitable for front-end developers looking to build interactive navigation interfaces.;3
Write a program to implement a stack data structure in Python. You will implement a stack data structure in Python that supports standard stack operations such as push, pop, and peek. The program should maintain a last-in, first-out (LIFO) order of elements and provide efficient stack manipulation methods. You will use built-in data structures such as lists or collections to implement the stack functionality. This task is beginner-friendly and provides hands-on experience with fundamental data structures and Python programming language.;1
Develop a RESTful API for a blogging platform with authentication using Flask and MongoDB. In this task, you will develop a RESTful API (Application Programming Interface) for a blogging platform using Flask framework for server-side logic and MongoDB database for data storage. The API should support operations such as creating blog posts, retrieving post details, updating posts, and deleting posts. Additionally, you will implement user authentication and authorization features using JWT (JSON Web Tokens) for secure access to API endpoints. This task is intermediate-level and requires proficiency in Python, Flask, and MongoDB development.;8
Design and implement a relational database schema for an online booking system. You will design a relational database schema for an online booking system that facilitates reservations for hotels, flights, or events. The schema should include entities such as users, bookings, reservations, payments, and inventory items, with appropriate relationships and constraints defined. You will utilize database normalization techniques and entity-relationship modeling principles to ensure data integrity and efficiency. This task requires expertise in database design, modeling, and optimization.;5
Implement user authentication and authorization in a mobile app with Firebase Authentication. In this task, you will implement user authentication and authorization features in a mobile app using Firebase Authentication service. The app should support user registration, login, logout, and password reset functionalities using email/password or social login providers. You will integrate Firebase Authentication SDK into the mobile app and configure authentication settings and security rules in Firebase Console. This task is beginner-friendly and provides practical experience in mobile app development with Firebase.;2
Optimize SQL queries for a reporting dashboard with interactive data visualizations. You will optimize SQL queries for a reporting dashboard that generates interactive data visualizations such as charts, graphs, and tables. This involves analyzing query performance, identifying slow-running queries, and optimizing query execution plans for efficient data retrieval. Additionally, you will tune database indexes, caching strategies, and aggregation techniques to improve overall dashboard performance and responsiveness. This task requires expertise in SQL optimization, data visualization, and dashboard design principles.;8
Design and implement a scalable distributed caching system for a web application. You will design and implement a scalable distributed caching system to improve the performance and scalability of a web application. This involves deploying caching servers across multiple nodes or clusters, implementing caching strategies such as least recently used (LRU) or time-based expiration, and integrating caching layers with the web application stack. The caching system should reduce database load and latency by caching frequently accessed data and content. This task requires expertise in distributed systems, caching algorithms, and infrastructure management.;13
Create a responsive navigation bar with a search input using HTML, CSS, and JavaScript. This task involves creating a responsive navigation bar with a search input field that allows users to search for content within a website. The navigation bar should adapt to different screen sizes and orientations, with options for expanding or collapsing the search input based on user interaction. You will use CSS for styling and layout, JavaScript event handlers for search functionality, and DOM manipulation techniques for dynamic behavior. This task is suitable for front-end developers looking to enhance website navigation and user experience.;3
Write a program to implement the breadth-first search (BFS) algorithm in JavaScript. You will implement the breadth-first search (BFS) algorithm in JavaScript to traverse a graph or tree data structure level by level. The program should efficiently search for a target node or perform other operations such as finding the shortest path between nodes. You will utilize data structures such as queues to maintain the traversal order and avoid revisiting already visited nodes. This task is suitable for developers familiar with graph algorithms and JavaScript programming language.;5
Develop a user registration and login system with OAuth 2.0 authentication. In this task, you will develop a user registration and login system with OAuth 2.0 authentication for secure access to web applications. The system should support user registration using email/password or social login providers such as Google, Facebook, or GitHub. You will integrate OAuth 2.0 authentication providers into the application and implement secure authentication flows following industry best practices. This task is intermediate-level and requires proficiency in web development, OAuth 2.0 protocols, and security principles.;8
Design and implement a scalable distributed logging system for a microservices architecture. You will design and implement a scalable distributed logging system to collect, store, and analyze logs generated by microservices in a distributed environment. This involves defining log schemas, implementing log aggregation pipelines, and integrating with logging frameworks such as ELK (Elasticsearch, Logstash, Kibana) or Fluentd. The logging system should provide features such as log filtering, searching, and real-time monitoring for troubleshooting and performance analysis. This task requires expertise in distributed systems, logging technologies, and observability practices.;13
Create a responsive carousel/slider component with autoplay using HTML, CSS, and JavaScript. This task involves creating a responsive carousel/slider component that displays rotating content such as images or text slides with autoplay functionality. The carousel should adapt to different screen sizes and orientations, with options for manual navigation and autoplay controls. You will utilize CSS transitions or animations and JavaScript event handlers to implement the carousel behavior. This task is suitable for front-end developers looking to enhance their UI/UX skills with dynamic content presentation.;3
Develop a CRUD API for managing user profiles using Express.js and MongoDB. In this task, you will develop a CRUD (Create, Read, Update, Delete) API for managing user profiles using Express.js framework for server-side logic and MongoDB database for data storage. The API should support operations such as creating new user profiles, retrieving profile details, updating profile information, and deleting user accounts. You will utilize MongoDB's document-oriented model and Mongoose ODM for data persistence and schema validation. This task is intermediate-level and requires proficiency in Node.js, Express.js, and MongoDB development.;8
Write a program to implement the priority queue data structure in C++. You will implement the priority queue data structure in C++ that supports efficient insertion and retrieval of elements based on their priority levels. The program should maintain a sorted collection of elements, where higher-priority elements are dequeued before lower-priority ones. You will use heap data structure or other priority queue implementations to achieve logarithmic time complexity for basic operations. This task is suitable for developers familiar with data structures and C++ programming language.;5
Design and implement a distributed file storage system for a cloud platform. You will design and implement a distributed file storage system capable of storing and retrieving large volumes of data across multiple nodes or data centers. This involves defining file storage formats, implementing distributed file servers, and integrating with cloud storage APIs or protocols such as Amazon S3 or Google Cloud Storage. The system should provide features such as data redundancy, fault tolerance, and scalability for handling varying workloads. This task requires expertise in distributed systems, storage technologies, and cloud computing concepts.;13
Create a responsive grid layout with card components using CSS Grid and Flexbox. This task involves creating a responsive grid layout that displays card components in a grid arrangement using CSS Grid and Flexbox layout techniques. The grid should adapt to different screen sizes and orientations, with cards arranged in multiple rows and columns. You will use CSS Grid for grid-level layout and Flexbox for item-level layout within each card component. This task is suitable for front-end developers looking to master advanced CSS layout techniques.;3
Implement user authentication and authorization in a GraphQL API with Apollo Server and JWT. In this task, you will implement user authentication and authorization features in a GraphQL API using Apollo Server framework for server-side logic and JSON Web Tokens (JWT) for secure authentication. The API should support user registration, login, logout, and protected queries/mutations based on user roles or permissions. You will use GraphQL schema directives and middleware to enforce authorization rules. This task is intermediate-level and requires proficiency in GraphQL development and web security principles.;8
Optimize SQL queries for a data warehouse system with complex analytical queries. You will optimize SQL queries for a data warehouse system handling complex analytical queries and large datasets. This involves analyzing query execution plans, identifying inefficient query patterns, and optimizing query performance through indexing, partitioning, and query rewriting techniques. The goal is to reduce query response time and resource consumption while improving overall data processing efficiency. This task requires expertise in SQL optimization, data warehousing, and business intelligence concepts.;13
Design and implement a scalable distributed job scheduling system for task orchestration. You will design and implement a scalable distributed job scheduling system that coordinates the execution of tasks across multiple nodes or worker instances. This involves defining job scheduling algorithms, implementing task queues, and integrating with distributed computing frameworks such as Apache Mesos or Kubernetes. The system should support features such as task prioritization, fault tolerance, and load balancing for efficient resource utilization. This task requires expertise in distributed systems, job scheduling algorithms, and system architecture design.;13
Create a responsive dropdown menu with nested submenus using HTML, CSS, and JavaScript. This task involves creating a responsive dropdown menu with nested submenus that expand or collapse on user interaction using HTML, CSS, and JavaScript. The menu should adapt to different screen sizes and orientations, with hierarchical navigation options for organizing menu items. You will use CSS for styling and layout, JavaScript event handlers for menu behavior, and DOM manipulation techniques for dynamic menu rendering. This task is suitable for front-end developers looking to build interactive navigation interfaces.;3
Write a program to implement a stack data structure in Python. You will implement a stack data structure in Python that supports standard stack operations such as push, pop, and peek. The program should maintain a last-in, first-out (LIFO) order of elements and provide efficient stack manipulation methods. You will use built-in data structures such as lists or collections to implement the stack functionality. This task is beginner-friendly and provides hands-on experience with fundamental data structures and Python programming language.;1
Develop a RESTful API for a blogging platform with authentication using Flask and MongoDB. In this task, you will develop a RESTful API (Application Programming Interface) for a blogging platform using Flask framework for server-side logic and MongoDB database for data storage. The API should support operations such as creating blog posts, retrieving post details, updating posts, and deleting posts. Additionally, you will implement user authentication and authorization features using JWT (JSON Web Tokens) for secure access to API endpoints. This task is intermediate-level and requires proficiency in Python, Flask, and MongoDB development.;8
Design and implement a relational database schema for an online booking system. You will design a relational database schema for an online booking system that facilitates reservations for hotels, flights, or events. The schema should include entities such as users, bookings, reservations, payments, and inventory items, with appropriate relationships and constraints defined. You will utilize database normalization techniques and entity-relationship modeling principles to ensure data integrity and efficiency. This task requires expertise in database design, modeling, and optimization.;5
Implement user authentication and authorization in a mobile app with Firebase Authentication. In this task, you will implement user authentication and authorization features in a mobile app using Firebase Authentication service. The app should support user registration, login, logout, and password reset functionalities using email/password or social login providers. You will integrate Firebase Authentication SDK into the mobile app and configure authentication settings and security rules in Firebase Console. This task is beginner-friendly and provides practical experience in mobile app development with Firebase.;2
Optimize SQL queries for a reporting dashboard with interactive data visualizations. You will optimize SQL queries for a reporting dashboard that generates interactive data visualizations such as charts, graphs, and tables. This involves analyzing query performance, identifying slow-running queries, and optimizing query execution plans for efficient data retrieval. Additionally, you will tune database indexes, caching strategies, and aggregation techniques to improve overall dashboard performance and responsiveness. This task requires expertise in SQL optimization, data visualization, and dashboard design principles.;8
Design and implement a scalable distributed caching system for a web application. You will design and implement a scalable distributed caching system to improve the performance and scalability of a web application. This involves deploying caching servers across multiple nodes or clusters, implementing caching strategies such as least recently used (LRU) or time-based expiration, and integrating caching layers with the web application stack. The caching system should reduce database load and latency by caching frequently accessed data and content. This task requires expertise in distributed systems, caching algorithms, and infrastructure management.;13
Create a responsive navigation bar with a search input using HTML, CSS, and JavaScript. This task involves creating a responsive navigation bar with a search input field that allows users to search for content within a website. The navigation bar should adapt to different screen sizes and orientations, with options for expanding or collapsing the search input based on user interaction. You will use CSS for styling and layout, JavaScript event handlers for search functionality, and DOM manipulation techniques for dynamic behavior. This task is suitable for front-end developers looking to enhance website navigation and user experience.;3
Write a program to implement the breadth-first search (BFS) algorithm in JavaScript. You will implement the breadth-first search (BFS) algorithm in JavaScript to traverse a graph or tree data structure level by level. The program should efficiently search for a target node or perform other operations such as finding the shortest path between nodes. You will utilize data structures such as queues to maintain the traversal order and avoid revisiting already visited nodes. This task is suitable for developers familiar with graph algorithms and JavaScript programming language.;5
